strategy,symbol,direction,open_time,close_time,entry,sl,tp1,tp2,lot_size,pnl_pips,pnl_usd,outcome,duration_h,notes
S03_AsianRange,GBPUSD,LONG,2026-01-29 02:10:00+00:00,2026-01-29 03:10:00+00:00,1.379900336265564,1.3792615159680437,1.382002353668213,1.3834692001342774,1.6600000000000001,18.135043725103948,295.23172583672556,trail,1.0,Asian Scalp Long | Range 1.37956–1.38445 | RSI=34.2 H1RSI=63.3
S03_AsianRange,GBPUSD,LONG,2026-02-09 02:15:00+00:00,2026-02-09 05:10:00+00:00,1.359619379043579,1.358943941597335,1.3610094785690308,1.3620875120162963,1.61,12.468058574565767,195.1007430505088,trail,2.9166666666666665,Asian Scalp Long | Range 1.35921–1.36281 | RSI=32.1 H1RSI=60.1
S03_AsianRange,GBPUSD,LONG,2026-02-10 06:25:00+00:00,2026-02-10 08:05:00+00:00,1.3670727014541626,1.3666694051742714,1.368271291255951,1.3691025257110596,2.75,-3.6726791380226054,-110.62367629562165,sl,1.6666666666666667,Asian Scalp Long | Range 1.36689–1.36966 | RSI=32.9 H1RSI=54.0
S03_AsianRange,GBPUSD,SHORT,2026-02-12 02:05:00+00:00,2026-02-12 04:25:00+00:00,1.3640518188476562,1.3643868629446567,1.3623537421226501,1.3612791061401368,3.27,16.22555000184065,519.1304850601892,trail,2.3333333333333335,Asian Scalp Short | Range 1.36056–1.36414 | RSI=67.0 H1RSI=38.1
S03_AsianRange,GBPUSD,SHORT,2026-02-12 02:10:00+00:00,2026-02-12 04:25:00+00:00,1.3639960289001465,1.3643780742091949,1.3623537421226501,1.3612791061401368,3.0100000000000002,15.364681393315081,451.941909938784,trail,2.25,Asian Scalp Short | Range 1.36056–1.36414 | RSI=65.6 H1RSI=38.1
S03_AsianRange,GBPUSD,SHORT,2026-02-12 02:15:00+00:00,2026-02-12 04:25:00+00:00,1.3640331029891968,1.364367781097259,1.3623537421226501,1.3612791061401368,3.5700000000000003,15.042500910540777,524.5222825063059,trail,2.1666666666666665,Asian Scalp Short | Range 1.36056–1.36414 | RSI=66.1 H1RSI=38.1
S03_AsianRange,GBPUSD,LONG,2026-02-26 04:25:00+00:00,2026-02-26 05:55:00+00:00,1.3552889823913574,1.3549270355747705,1.3562734127044678,1.3569742918014527,3.44,8.650216102428065,285.5274339235254,trail,1.5,Asian Scalp Long | Range 1.35511–1.35744 | RSI=27.6 H1RSI=58.0
S03_AsianRange,GBPUSD,SHORT,2026-03-09 05:55:00+00:00,2026-03-09 06:55:00+00:00,1.3333333730697632,1.3346500806088368,1.3312891721725464,1.3295930862426757,0.97,15.8364155276699,150.21823061839802,trail,1.0,Asian Scalp Short | Range 1.32846–1.33412 | RSI=66.5 H1RSI=43.6
S03_AsianRange,GBPUSD,LONG,2026-03-10 04:00:00+00:00,2026-03-10 06:00:00+00:00,1.341687560081482,1.3412013776784317,1.3436018824577332,1.3448908090591432,2.65,22.48645369849833,586.6160230102057,trail,2.0,Asian Scalp Long | Range 1.34145–1.34575 | RSI=34.5 H1RSI=65.5
S03_AsianRange,GBPUSD,LONG,2026-03-10 04:05:00+00:00,2026-03-10 06:00:00+00:00,1.3415615558624268,1.3412111698155411,1.3436018824577332,1.3448908090591432,3.85,21.405313682802937,810.6295767879133,trail,1.9166666666666667,Asian Scalp Long | Range 1.34145–1.34575 | RSI=32.8 H1RSI=65.5
S03_AsianRange,GBPUSD,SHORT,2026-03-19 02:40:00+00:00,2026-03-19 04:15:00+00:00,1.3295308351516724,1.3299665171689639,1.3279265761375427,1.3268696069717407,3.2800000000000002,17.62587980702943,566.6488576705653,trail,1.5833333333333333,Asian Scalp Short | Range 1.32616–1.32969 | RSI=66.5 H1RSI=36.6
S03_AsianRange,GBPUSD,LONG,2026-03-20 04:15:00+00:00,2026-03-20 07:05:00+00:00,1.340421438217163,1.3398015956850196,1.3414056897163391,1.3422688245773315,2.4,9.427554112845637,217.86129870829527,trail,2.8333333333333335,Asian Scalp Long | Range 1.33997–1.34284 | RSI=34.5 H1RSI=62.3
S03_AsianRange,GBPUSD,LONG,2026-03-24 04:30:00+00:00,2026-03-24 06:00:00+00:00,1.3388224840164185,1.3384462240682107,1.3406301140785217,1.3418071746826172,4.01,18.191591420075046,715.4478159450093,trail,1.5,Asian Scalp Long | Range 1.33867–1.34259 | RSI=29.1 H1RSI=55.4
S03_AsianRange,GBPUSD,LONG,2026-03-24 04:40:00+00:00,2026-03-24 06:00:00+00:00,1.339016079902649,1.338455298221377,1.3406301140785217,1.3418071746826172,2.82,18.039050614188177,498.83122732010656,trail,1.3333333333333333,Asian Scalp Long | Range 1.33867–1.34259 | RSI=34.8 H1RSI=55.4
S03_AsianRange,GBPUSD,SHORT,2026-03-27 02:05:00+00:00,2026-03-27 07:00:00+00:00,1.3344151973724365,1.3349117688206988,1.3334846496582031,1.332757592201233,3.2800000000000002,8.910091117759643,280.77098866251634,trail,4.916666666666667,Asian Scalp Short | Range 1.33227–1.33470 | RSI=67.9 H1RSI=45.0
S03_AsianRange,GBPUSD,SHORT,2026-04-13 06:15:00+00:00,2026-04-13 07:00:00+00:00,1.3411585092544556,1.3415890835574777,1.3400313258171082,1.3392038822174073,3.85,-5.6203498875206925,-229.85847066954665,sl,0.75,Asian Scalp Short | Range 1.33865–1.34141 | RSI=65.3 H1RSI=41.7
S03_AsianRange,GBPUSD,SHORT,2026-04-13 06:30:00+00:00,2026-04-13 07:00:00+00:00,1.3412448167800903,1.341581992624162,1.3400313258171082,1.3392038822174073,4.8500000000000005,-3.8948156153972846,-205.8735573467683,sl,0.5,Asian Scalp Short | Range 1.33865–1.34141 | RSI=66.0 H1RSI=41.7
S03_AsianRange,EURUSD,LONG,2026-01-27 04:45:00+00:00,2026-01-27 07:55:00+00:00,1.1875073909759521,1.187172786048463,1.188850462436676,1.1897408485412597,2.99,-4.956295170275293,-158.6582255912313,sl,3.1666666666666665,Asian Scalp Long | Range 1.18737–1.19033 | RSI=30.4 H1RSI=53.9
S03_AsianRange,EURUSD,SHORT,2026-03-03 01:30:00+00:00,2026-03-03 04:45:00+00:00,1.170823097229004,1.171155127999758,1.1687745451927185,1.1674631595611573,2.96,17.16879657132264,497.8363785111502,trail,3.25,Asian Scalp Short | Range 1.16659–1.17096 | RSI=72.8 H1RSI=33.1
S03_AsianRange,EURUSD,SHORT,2026-03-09 05:55:00+00:00,2026-03-09 07:00:00+00:00,1.157139539718628,1.157884468886253,1.1542763710021973,1.1523977518081665,1.3900000000000001,24.027831999744187,329.1218647964442,trail,1.0833333333333333,Asian Scalp Short | Range 1.15115–1.15741 | RSI=75.9 H1RSI=44.1
S03_AsianRange,EURUSD,SHORT,2026-03-09 06:05:00+00:00,2026-03-09 07:00:00+00:00,1.1564704179763794,1.1578859262764274,1.1542763710021973,1.1523977518081665,0.75,18.617535092474878,137.0065131935616,trail,0.9166666666666666,Asian Scalp Short | Range 1.15115–1.15741 | RSI=67.4 H1RSI=44.1
S03_AsianRange,EURUSD,SHORT,2026-03-19 02:50:00+00:00,2026-03-19 03:40:00+00:00,1.1491611003875732,1.1495030803937436,1.1478438973426819,1.1469743251800537,3.16,8.886454388254748,269.7519586688501,trail,0.8333333333333334,Asian Scalp Short | Range 1.14639–1.14929 | RSI=68.0 H1RSI=37.6
S03_AsianRange,EURUSD,LONG,2026-03-24 04:30:00+00:00,2026-03-24 06:55:00+00:00,1.158077597618103,1.1577483177628747,1.1594895720481873,1.1604172229766845,3.36,13.090657421674454,428.0860893682617,trail,2.4166666666666665,Asian Scalp Long | Range 1.15794–1.16104 | RSI=34.7 H1RSI=53.4
S03_AsianRange,EURUSD,LONG,2026-04-07 02:25:00+00:00,2026-04-07 04:00:00+00:00,1.1531364917755127,1.1527383862446587,1.1538692116737366,1.1544683456420899,2.89,6.693847899028337,183.33720428191893,trail,1.5833333333333333,Asian Scalp Long | Range 1.15287–1.15487 | RSI=33.4 H1RSI=54.5
S03_AsianRange,AUDJPY,LONG,2026-02-24 07:10:00+00:00,2026-02-24 07:25:00+00:00,109.67779518206929,109.58942687034438,110.1669921875,110.6629867553711,1.74,34.44028402821023,383.42961235905767,trail,0.25,London BO Long | Range 109.17500–109.67100 | Vol=0 | Body=73%
S03_AsianRange,AUDJPY,SHORT,2026-03-03 01:30:00+00:00,2026-03-03 01:55:00+00:00,112.01000213623047,112.15743382324442,111.72249984741211,111.50139770507812,1.08,26.495285330672342,182.21690302131987,trail,0.4166666666666667,Asian Scalp Short | Range 111.35400–112.09100 | RSI=70.2 H1RSI=51.5
S03_AsianRange,AUDJPY,LONG,2026-03-10 01:45:00+00:00,2026-03-10 05:50:00+00:00,111.33899688720703,111.21419237733004,111.55299758911133,111.71619720458985,1.3,18.252381721552396,149.68262554711774,trail,4.083333333333333,Asian Scalp Long | Range 111.28100–111.82500 | RSI=34.7 H1RSI=65.1
