strategy,symbol,direction,open_time,close_time,entry,sl,tp1,tp2,lot_size,pnl_pips,pnl_usd,outcome,duration_h,notes
S03_AsianRange,BTCUSD,SHORT,2026-04-01 07:00:00+00:00,2026-04-01 17:00:00+00:00,69125.265625,69568.62398899317,68363.078125,67884.4703125,0.42,0.0,-0.735,be,10.0,Asian Scalp Short | Range 67565.39844–69160.75781 | RSI=68.6
S03_AsianRange,BTCUSD,LONG,2026-04-02 05:00:00+00:00,2026-04-02 13:00:00+00:00,66318.2578125,65834.18901886378,67431.6953125,68152.5671875,0.39,-477.9250436362199,-187.7557670181258,sl,8.0,Asian Scalp Long | Range 66230.24219–68633.14844 | RSI=32.3
S03_AsianRange,BTCUSD,LONG,2026-04-12 05:00:00+00:00,2026-04-12 12:00:00+00:00,71490.046875,71172.80656484477,72302.7734375,72806.009375,0.59,-314.7918726552307,-187.7922048665861,sl,7.0,Asian Scalp Long | Range 71464.04688–73141.50000 | RSI=30.5
S03_AsianRange,EURCAD,SHORT,2023-08-08 07:00:00+00:00,2023-08-08 18:00:00+00:00,1.4754199981689453,1.4772057520945878,1.4726150035858154,1.4706860303878784,0.77,47.73930053711073,131.90482262421034,tp2,11.0,Asian Scalp Short | Range 1.46940–1.47583 | RSI=71.6
S03_AsianRange,EURCAD,SHORT,2024-09-03 06:00:00+00:00,2024-09-03 08:00:00+00:00,1.4958900213241577,1.496985723922293,1.4941999912261963,1.4931560039520264,1.29,26.739630508423318,122.78369716501453,tp2,2.0,Asian Scalp Short | Range 1.49246–1.49594 | RSI=68.2
S03_AsianRange,EURCAD,LONG,2024-11-06 07:00:00+00:00,2024-11-06 12:00:00+00:00,1.4936000108718872,1.488879283302028,1.5020350217819214,1.5083500146865845,0.3,-48.60771324436852,-106.77177630650152,sl,5.0,Asian Scalp Long | Range 1.49151–1.51256 | RSI=19.3
S03_AsianRange,EURCAD,SHORT,2025-05-15 07:00:00+00:00,2025-05-15 13:00:00+00:00,1.568079948425293,1.5700877100212167,1.5650350451469421,1.563058042526245,0.71,0.0,-1.2425,be,6.0,Asian Scalp Short | Range 1.56174–1.56833 | RSI=72.0
S03_AsianRange,EURCAD,LONG,2025-07-29 07:00:00+00:00,2025-07-29 09:00:00+00:00,1.5859400033950806,1.5838566682944195,1.5892999768257141,1.591543984413147,0.6900000000000001,91.239876365663,211.44523540520842,tp2,2.0,Asian Scalp Long | Range 1.58556–1.59304 | RSI=18.4
S03_AsianRange,EURCAD,LONG,2025-10-06 07:00:00+00:00,2025-10-06 08:00:00+00:00,1.6307400465011597,1.6290442160463317,1.633424997329712,1.6351979732513429,0.86,-16.757761335388643,-107.4946419261482,sl,1.0,Asian Scalp Long | Range 1.63047–1.63638 | RSI=22.1
S03_AsianRange,EURCAD,SHORT,2026-01-12 07:00:00+00:00,2026-01-12 09:00:00+00:00,1.6209900379180908,1.622230270489451,1.6188549995422363,1.617531991004944,1.17,-13.103004729713152,-115.2412376197918,sl,2.0,Asian Scalp Short | Range 1.61665–1.62106 | RSI=71.7
S03_AsianRange,EURCAD,LONG,2026-03-02 07:00:00+00:00,2026-03-02 08:00:00+00:00,1.602579951286316,1.6005695577478367,1.6057100296020508,1.6078640222549438,0.71,-19.10468993191028,-100.82639142450816,sl,1.0,Asian Scalp Long | Range 1.60212–1.60930 | RSI=23.5
S03_AsianRange,CHFJPY,LONG,2023-07-07 07:00:00+00:00,2023-07-07 08:00:00+00:00,160.11700439453125,159.92675737766083,160.45700073242188,160.6699981689453,0.81,-19.12399367923001,-103.522826721146,sl,1.0,Asian Scalp Long | Range 160.10201–160.81200 | RSI=31.0
S03_AsianRange,CHFJPY,SHORT,2023-07-13 07:00:00+00:00,2023-07-13 08:00:00+00:00,160.28399658203125,160.55230477337417,159.87250518798828,159.5926055908203,0.5700000000000001,-27.329891399918438,-103.25224763669783,sl,1.0,Asian Scalp Short | Range 159.40601–160.33900 | RSI=71.2
S03_AsianRange,CHFJPY,SHORT,2023-10-31 06:00:00+00:00,2023-10-31 08:00:00+00:00,166.56199645996094,166.90051112597848,165.96400451660156,165.533203125,0.45,-34.051466601755465,-101.17553981013474,sl,2.0,Asian Scalp Short | Range 165.24600–166.68201 | RSI=70.1
S03_AsianRange,CHFJPY,SHORT,2023-10-31 07:00:00+00:00,2023-10-31 08:00:00+00:00,166.53199768066406,166.89953293171217,165.96400451660156,165.533203125,0.41000000000000003,-37.15341524153075,-100.44885161867947,sl,1.0,Asian Scalp Short | Range 165.24600–166.68201 | RSI=69.1
S03_AsianRange,CHFJPY,SHORT,2023-12-19 07:00:00+00:00,2023-12-19 08:00:00+00:00,165.84500122070312,166.2586733355347,164.97250366210938,164.41240234375,0.36,-41.96699175659546,-99.46276071043339,sl,1.0,Asian Scalp Short | Range 164.03900–165.90601 | RSI=72.0
S03_AsianRange,CHFJPY,SHORT,2024-02-08 07:00:00+00:00,2024-02-08 10:00:00+00:00,170.36399841308594,170.6221946608614,169.91199493408203,169.59459533691407,0.5700000000000001,-25.619844504109324,-96.91652388772506,sl,3.0,Asian Scalp Short | Range 169.38300–170.44099 | RSI=66.0
S03_AsianRange,CHFJPY,LONG,2024-02-19 04:00:00+00:00,2024-02-19 08:00:00+00:00,170.06199645996094,169.9218672655666,170.27249908447266,170.40540161132813,1.03,0.0,-1.8025,be,4.0,Asian Scalp Long | Range 170.05099–170.49400 | RSI=32.5
S03_AsianRange,CHFJPY,LONG,2024-02-29 07:00:00+00:00,2024-02-29 14:00:00+00:00,170.4499969482422,170.1594986304429,170.8874969482422,171.21959533691407,0.5,-29.24983177992999,-96.81195328477247,sl,7.0,Asian Scalp Long | Range 170.33400–171.44099 | RSI=29.8
S03_AsianRange,CHFJPY,SHORT,2024-03-12 06:00:00+00:00,2024-03-12 12:00:00+00:00,168.17100524902344,168.43963657656434,167.6935043334961,167.35000305175782,0.54,-26.164390078309907,-93.72700917486777,sl,6.0,Asian Scalp Short | Range 167.12100–168.26601 | RSI=68.5
S03_AsianRange,CHFJPY,SHORT,2024-03-19 06:00:00+00:00,2024-03-19 08:00:00+00:00,169.1269989013672,169.47119735533144,168.51699829101562,168.07000122070312,0.41000000000000003,-34.819735533145035,-94.22959519583152,sl,2.0,Asian Scalp Short | Range 167.77200–169.26199 | RSI=71.1
S03_AsianRange,CHFJPY,SHORT,2024-03-19 07:00:00+00:00,2024-03-19 08:00:00+00:00,169.10699462890625,169.4804825574897,168.51699829101562,168.07000122070312,0.38,-37.64797498725159,-94.32049821851142,sl,1.0,Asian Scalp Short | Range 167.77200–169.26199 | RSI=70.3
S03_AsianRange,CHFJPY,SHORT,2024-04-04 03:00:00+00:00,2024-04-04 06:00:00+00:00,167.95599365234375,168.10372985673865,167.55899810791016,167.3063995361328,0.9500000000000001,0.0,-1.6625,be,3.0,Asian Scalp Short | Range 167.13800–167.98000 | RSI=69.9
S03_AsianRange,CHFJPY,SHORT,2024-04-04 04:00:00+00:00,2024-04-04 06:00:00+00:00,167.8939971923828,168.10026279840298,167.55899810791016,167.3063995361328,0.6900000000000001,0.0,-1.2075,be,2.0,Asian Scalp Short | Range 167.13800–167.98000 | RSI=65.7
S03_AsianRange,CHFJPY,SHORT,2024-04-04 05:00:00+00:00,2024-04-04 06:00:00+00:00,167.9040069580078,168.09635804947965,167.55899810791016,167.3063995361328,0.74,0.0,-1.295,be,1.0,Asian Scalp Short | Range 167.13800–167.98000 | RSI=66.1
S03_AsianRange,CHFJPY,SHORT,2024-04-15 07:00:00+00:00,2024-04-15 11:00:00+00:00,168.4980010986328,168.68175752979758,168.08599853515625,167.8231964111328,0.78,-19.475911671165136,-101.47287217280724,sl,4.0,Asian Scalp Short | Range 167.64799–168.52400 | RSI=69.6
S03_AsianRange,CHFJPY,SHORT,2024-04-25 07:00:00+00:00,2024-04-25 12:00:00+00:00,170.5030059814453,170.67266981883327,170.15149688720703,169.93219604492188,0.84,56.98017578124848,154.08587988280834,tp2,5.0,Asian Scalp Short | Range 169.78600–170.51700 | RSI=75.1
S03_AsianRange,CHFJPY,SHORT,2024-04-26 07:00:00+00:00,2024-04-26 08:00:00+00:00,171.3820037841797,171.67204335650618,170.87450408935547,170.5154022216797,0.5,0.0,-0.875,be,1.0,Asian Scalp Short | Range 170.27600–171.47301 | RSI=74.9
S03_AsianRange,CHFJPY,SHORT,2024-04-29 03:00:00+00:00,2024-04-29 04:00:00+00:00,174.51499938964844,175.40296315191523,172.66199493408203,171.21839599609376,0.17,0.0,-0.29750000000000004,be,1.0,Asian Scalp Short | Range 170.25600–175.06799 | RSI=90.8
S03_AsianRange,CHFJPY,SHORT,2024-04-29 04:00:00+00:00,2024-04-29 05:00:00+00:00,174.5540008544922,175.38869422979184,172.66199493408203,171.21839599609376,0.18,333.4596679687479,194.7589057617175,tp2,1.0,Asian Scalp Short | Range 170.25600–175.06799 | RSI=90.9
S03_AsianRange,CHFJPY,SHORT,2024-06-14 06:00:00+00:00,2024-06-14 09:00:00+00:00,176.82000732421875,177.11889484068504,176.2104949951172,175.79139404296876,0.51,102.76051025390416,169.43304574584613,tp2,3.0,Asian Scalp Short | Range 175.51199–176.90900 | RSI=81.0
S03_AsianRange,CHFJPY,SHORT,2024-07-08 07:00:00+00:00,2024-07-08 13:00:00+00:00,179.77200317382812,179.96499099550988,179.4040069580078,179.17120666503905,0.8200000000000001,59.97883300781268,158.4085899658208,tp2,6.0,Asian Scalp Short | Range 179.01601–179.79201 | RSI=66.8
S03_AsianRange,CHFJPY,SHORT,2024-07-16 06:00:00+00:00,2024-07-16 12:00:00+00:00,177.29100036621094,177.51904503109867,176.92799377441406,176.68619384765626,0.71,59.98005371093598,137.16147393798477,tp2,6.0,Asian Scalp Short | Range 176.52499–177.33099 | RSI=67.8
S03_AsianRange,CHFJPY,LONG,2024-07-17 07:00:00+00:00,2024-07-17 08:00:00+00:00,176.6020050048828,176.38047595931835,176.93700408935547,177.172802734375,0.75,-22.352904556447584,-111.59540971268197,sl,1.0,Asian Scalp Long | Range 176.54401–177.33000 | RSI=35.0
S03_AsianRange,CHFJPY,LONG,2024-07-22 07:00:00+00:00,2024-07-23 00:00:00+00:00,176.20599365234375,175.9049837028672,176.7154998779297,177.09080200195314,0.54,0.0,-0.9450000000000001,be,17.0,Asian Scalp Long | Range 176.09000–177.34100 | RSI=24.0
S03_AsianRange,CHFJPY,SHORT,2024-08-20 06:00:00+00:00,2024-08-20 14:00:00+00:00,170.85800170898438,171.22870588189423,170.20999908447266,169.76120300292968,0.44,109.87965087890643,156.3579007568362,tp2,8.0,Asian Scalp Short | Range 169.46201–170.95799 | RSI=67.3
S03_AsianRange,CHFJPY,SHORT,2024-08-21 07:00:00+00:00,2024-08-21 14:00:00+00:00,170.80599975585938,171.05580143154793,170.42250061035156,170.1815979003906,0.67,-25.57994784229436,-113.74567285319193,sl,7.0,Asian Scalp Short | Range 170.02100–170.82401 | RSI=66.4
S03_AsianRange,CHFJPY,LONG,2024-09-03 07:00:00+00:00,2024-09-03 08:00:00+00:00,171.38099670410156,171.09781111678566,171.989501953125,172.3906036376953,0.59,-28.419376602684565,-111.0533092712953,sl,1.0,Asian Scalp Long | Range 171.32100–172.65800 | RSI=29.3
S03_AsianRange,CHFJPY,SHORT,2024-09-24 07:00:00+00:00,2024-09-24 08:00:00+00:00,170.2310028076172,170.49393610192422,169.80599975585938,169.52759704589843,0.63,-25.792951012735443,-107.82713439715164,sl,1.0,Asian Scalp Short | Range 169.34200–170.27000 | RSI=74.4
S03_AsianRange,CHFJPY,SHORT,2024-09-27 06:00:00+00:00,2024-09-27 07:00:00+00:00,172.28700256347656,172.79819233807982,170.73999786376953,169.66599731445314,0.32,263.20057373046666,273.1685966796853,tp2,1.0,Asian Scalp Short | Range 168.95000–172.53000 | RSI=75.6
S03_AsianRange,CHFJPY,LONG,2024-09-27 07:00:00+00:00,2024-09-30 05:00:00+00:00,169.0500030517578,168.50204562607988,170.73999786376953,171.81399841308593,0.31,-54.79585243107579,-111.4986426486177,sl,70.0,Asian Scalp Long | Range 168.95000–172.53000 | RSI=32.3
S03_AsianRange,CHFJPY,LONG,2024-09-30 06:00:00+00:00,2024-09-30 13:00:00+00:00,168.36399841308594,167.93636277497797,169.04199981689453,169.49440307617186,0.39,179.24126586913758,212.3740632019003,tp2,7.0,Asian Scalp Long | Range 168.28799–169.79601 | RSI=30.7
S03_AsianRange,CHFJPY,LONG,2024-10-15 07:00:00+00:00,2024-10-15 08:00:00+00:00,173.11599731445312,172.94958307365732,173.39249420166016,173.57039489746094,1.03,-17.142022224112452,-118.37083879043287,sl,1.0,Asian Scalp Long | Range 173.09599–173.68900 | RSI=27.5
S03_AsianRange,CHFJPY,LONG,2024-10-31 07:00:00+00:00,2024-10-31 08:00:00+00:00,175.95899963378906,175.6390744882759,176.59100341796875,177.0188018798828,0.53,-33.092783106005186,-115.85963780018787,sl,1.0,Asian Scalp Long | Range 175.87801–177.30400 | RSI=30.4
S03_AsianRange,CHFJPY,LONG,2024-11-27 07:00:00+00:00,2024-11-27 09:00:00+00:00,171.77099609375,171.53131058152945,172.22699737548828,172.51559448242188,0.7000000000000001,-24.168551222055612,-112.41690806035305,sl,2.0,Asian Scalp Long | Range 171.74600–172.70799 | RSI=23.5
S03_AsianRange,CHFJPY,SHORT,2024-12-19 07:00:00+00:00,2024-12-19 08:00:00+00:00,173.5570068359375,173.95980370425096,172.54100036621094,171.87859802246095,0.41000000000000003,-41.18006524931559,-111.17987388942606,sl,1.0,Asian Scalp Short | Range 171.43700–173.64500 | RSI=75.0
S03_AsianRange,CHFJPY,LONG,2025-01-30 03:00:00+00:00,2025-01-30 11:00:00+00:00,170.28500366210938,170.01735940838535,170.71700286865234,171.0164031982422,0.62,-26.964425372403866,-110.83663425078758,sl,8.0,Asian Scalp Long | Range 170.21800–171.21600 | RSI=21.5
S03_AsianRange,CHFJPY,LONG,2025-02-05 07:00:00+00:00,2025-02-05 15:00:00+00:00,169.29299926757812,168.9636949172325,169.83150482177734,170.21100463867188,0.5,-33.03125290565845,-109.10157194338996,sl,8.0,Asian Scalp Long | Range 169.19901–170.46400 | RSI=29.8
S03_AsianRange,CHFJPY,LONG,2025-02-20 07:00:00+00:00,2025-02-21 01:00:00+00:00,166.22999572753906,165.98425731314526,166.71149444580078,167.014794921875,0.66,125.43023071288815,248.84684774779785,tp2,18.0,Asian Scalp Long | Range 166.20599–167.21700 | RSI=24.8
S03_AsianRange,CHFJPY,LONG,2025-04-22 07:00:00+00:00,2025-04-22 08:00:00+00:00,173.0760040283203,172.77026067896185,173.59600067138672,173.94519653320313,0.54,0.0,-0.9450000000000001,be,1.0,Asian Scalp Long | Range 173.01401–174.17799 | RSI=27.0
S03_AsianRange,CHFJPY,SHORT,2025-05-01 07:00:00+00:00,2025-05-01 17:00:00+00:00,174.75799560546875,175.0329233368969,173.86699676513672,173.3299987792969,0.61,-28.292443552973623,-114.31453868754042,sl,10.0,Asian Scalp Short | Range 172.97200–174.76199 | RSI=81.9
S03_AsianRange,CHFJPY,SHORT,2025-05-27 07:00:00+00:00,2025-05-27 14:00:00+00:00,174.39100646972656,174.66351712814944,173.97750091552734,173.68380432128907,0.61,-27.451065842288358,-110.97847606467334,sl,7.0,Asian Scalp Short | Range 173.48801–174.46700 | RSI=68.6
S03_AsianRange,CHFJPY,SHORT,2025-06-17 07:00:00+00:00,2025-06-17 09:00:00+00:00,178.30799865722656,178.5126024917885,177.95700073242188,177.74400329589844,0.8,0.0,-1.4000000000000001,be,2.0,Asian Scalp Short | Range 177.60201–178.31200 | RSI=65.1
S03_AsianRange,CHFJPY,SHORT,2025-06-23 07:00:00+00:00,2025-06-23 08:00:00+00:00,180.20899963378906,180.5331558598359,179.4875030517578,178.98800048828124,0.51,-32.61562260468338,-109.9057889345254,sl,1.0,Asian Scalp Short | Range 178.65500–180.32001 | RSI=88.0
S03_AsianRange,CHFJPY,SHORT,2025-07-03 07:00:00+00:00,2025-07-03 10:00:00+00:00,181.93699645996094,182.15257583076632,181.60250091552734,181.37899780273438,0.76,55.100903320311545,134.7692312011695,tp2,3.0,Asian Scalp Short | Range 181.23000–181.97501 | RSI=66.2
S03_AsianRange,CHFJPY,SHORT,2025-07-11 05:00:00+00:00,2025-07-11 09:00:00+00:00,184.4149932861328,184.6381007956179,183.91100311279297,183.58340454101562,0.75,-23.510201632103644,-117.23723295650527,sl,4.0,Asian Scalp Short | Range 183.36501–184.45700 | RSI=68.6
S03_AsianRange,CHFJPY,LONG,2025-07-29 07:00:00+00:00,2025-07-29 12:00:00+00:00,184.13400268554688,183.90515088110445,184.57250213623047,184.85540466308595,0.72,0.0,-1.26,be,5.0,Asian Scalp Long | Range 184.10100–185.04401 | RSI=23.7
S03_AsianRange,CHFJPY,LONG,2025-08-14 07:00:00+00:00,2025-08-14 14:00:00+00:00,181.63499450683594,181.30076063363595,182.14649963378906,182.53740234375,0.5,142.1906372070282,219.6236068725535,tp2,7.0,Asian Scalp Long | Range 181.49500–182.79800 | RSI=20.7
S03_AsianRange,CHFJPY,SHORT,2025-10-23 07:00:00+00:00,2025-10-23 13:00:00+00:00,191.39100646972656,191.5567818190386,191.12000274658203,190.9550018310547,1.02,-17.178841083548946,-117.4657163839295,sl,6.0,Asian Scalp Short | Range 190.84500–191.39500 | RSI=67.7
S03_AsianRange,CHFJPY,SHORT,2025-11-20 07:00:00+00:00,2025-11-20 14:00:00+00:00,195.61399841308594,195.87808148396712,195.18299865722656,194.89500122070314,0.64,0.0,-1.12,be,7.0,Asian Scalp Short | Range 194.70300–195.66299 | RSI=69.0
S03_AsianRange,CHFJPY,SHORT,2025-11-26 06:00:00+00:00,2025-11-26 16:00:00+00:00,194.0290069580078,194.3270941422511,193.57350158691406,193.25160217285156,0.5700000000000001,-30.109426432142072,-113.5504249310864,sl,10.0,Asian Scalp Short | Range 193.03700–194.11000 | RSI=67.3
S03_AsianRange,CHFJPY,LONG,2025-12-15 06:00:00+00:00,2025-12-16 03:00:00+00:00,194.77000427246094,194.4626478894309,195.23199462890625,195.59019470214844,0.54,-29.435699338159793,-105.20930467694087,sl,21.0,Asian Scalp Long | Range 194.63499–195.82899 | RSI=24.8
S03_AsianRange,CHFJPY,LONG,2025-12-15 07:00:00+00:00,2025-12-16 03:00:00+00:00,194.76199340820312,194.4623868637768,195.23199462890625,195.59019470214844,0.55,-29.161203759039722,-106.17630343856702,sl,20.0,Asian Scalp Long | Range 194.63499–195.82899 | RSI=24.7
S03_AsianRange,CHFJPY,SHORT,2025-12-18 07:00:00+00:00,2025-12-18 11:00:00+00:00,196.08099365234375,196.26511917008781,195.77100372314453,195.57480163574218,0.89,0.0,-1.5575,be,4.0,Asian Scalp Short | Range 195.44400–196.09801 | RSI=74.0
S03_AsianRange,CHFJPY,LONG,2025-12-23 07:00:00+00:00,2025-12-23 08:00:00+00:00,197.3679962158203,197.11093509861823,197.76850128173828,198.04419860839843,0.64,0.0,-1.12,be,1.0,Asian Scalp Long | Range 197.30901–198.22800 | RSI=31.4
S03_AsianRange,CHFJPY,SHORT,2026-01-12 07:00:00+00:00,2026-01-12 09:00:00+00:00,198.03500366210938,198.24011724578497,197.63999938964844,197.38079528808595,0.81,-22.312005340216956,-120.30770811624228,sl,2.0,Asian Scalp Short | Range 197.20799–198.07201 | RSI=76.1
S03_AsianRange,CHFJPY,SHORT,2026-01-13 06:00:00+00:00,2026-01-13 08:00:00+00:00,199.12899780273438,199.4402033080954,198.65850067138672,198.3090026855469,0.53,-31.320550536102587,-109.75429659687342,sl,2.0,Asian Scalp Short | Range 198.07600–199.24100 | RSI=75.1
S03_AsianRange,CHFJPY,SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:00:00+00:00,199.03700256347656,199.31596010347118,198.50150299072266,198.1322021484375,0.58,-28.495534272900613,-109.4581642088353,sl,1.0,Asian Scalp Short | Range 197.88600–199.11700 | RSI=78.7
S03_AsianRange,CHFJPY,LONG,2026-03-16 07:00:00+00:00,2026-03-16 08:00:00+00:00,201.38099670410156,201.15055612324826,201.77999877929688,202.04639892578126,0.7000000000000001,0.0,-1.225,be,1.0,Asian Scalp Long | Range 201.33600–202.22400 | RSI=29.0
S03_AsianRange,NZDJPY,LONG,2023-07-11 07:00:00+00:00,2023-07-11 08:00:00+00:00,87.34500122070312,87.16559223937404,87.61750030517578,87.81160125732421,0.86,-17.94100799618974,-103.30023469870065,sl,1.0,Asian Scalp Long | Range 87.29400–87.94100 | RSI=27.6
S03_AsianRange,NZDJPY,SHORT,2023-07-20 05:00:00+00:00,2023-07-20 12:00:00+00:00,87.85199737548828,88.0185068854305,87.59650039672852,87.43239898681641,0.91,41.55994873046893,121.32104837036186,tp2,7.0,Asian Scalp Short | Range 87.32300–87.87000 | RSI=68.1
S03_AsianRange,NZDJPY,SHORT,2023-07-31 07:00:00+00:00,2023-07-31 10:00:00+00:00,87.98500061035156,88.27139264416424,87.3395004272461,86.91560211181641,0.54,-28.639313244548248,-102.41398948836435,sl,3.0,Asian Scalp Short | Range 86.63300–88.04600 | RSI=75.5
S03_AsianRange,NZDJPY,LONG,2023-08-02 07:00:00+00:00,2023-08-03 07:00:00+00:00,87.0459976196289,86.84428847916114,87.44600296020508,87.70880279541015,0.76,0.0,-1.33,be,24.0,Asian Scalp Long | Range 87.00800–87.88400 | RSI=20.5
S03_AsianRange,NZDJPY,SHORT,2023-09-15 07:00:00+00:00,2023-09-15 20:00:00+00:00,87.59100341796875,87.7462312698379,87.32149887084961,87.13879852294922,1.0,45.91999511718825,147.4899841308618,tp2,13.0,Asian Scalp Short | Range 87.01700–87.62600 | RSI=68.2
S03_AsianRange,NZDJPY,SHORT,2023-09-22 07:00:00+00:00,2023-09-22 08:00:00+00:00,88.07099914550781,88.22387446852494,87.73249816894531,87.5197982788086,1.04,-16.187147780227917,-113.06511899434072,sl,1.0,Asian Scalp Short | Range 87.37800–88.08700 | RSI=68.1
S03_AsianRange,NZDJPY,LONG,2023-10-03 06:00:00+00:00,2023-10-03 09:00:00+00:00,88.50399780273438,88.36798300323566,88.76100158691406,88.91940155029297,1.1500000000000001,-14.20202316276118,-110.18512314163983,sl,3.0,Asian Scalp Long | Range 88.49700–89.02500 | RSI=25.1
S03_AsianRange,NZDJPY,LONG,2023-10-19 06:00:00+00:00,2023-10-19 16:00:00+00:00,87.18699645996094,87.03674686534173,87.43050003051758,87.59159851074219,1.03,63.409585571289995,196.9397279663109,tp2,10.0,Asian Scalp Long | Range 87.16200–87.69900 | RSI=19.3
S03_AsianRange,NZDJPY,LONG,2023-11-07 07:00:00+00:00,2023-11-07 09:00:00+00:00,89.09600067138672,88.95286436805706,89.31550216674805,89.46700134277344,1.11,-14.213795127886897,-106.43753184770398,sl,2.0,Asian Scalp Long | Range 89.06300–89.56800 | RSI=31.9
S03_AsianRange,NZDJPY,SHORT,2023-11-29 04:00:00+00:00,2023-11-30 15:00:00+00:00,91.15899658203125,91.37316361291353,90.72100067138672,90.4239990234375,0.73,0.0,-1.2774999999999999,be,35.0,Asian Scalp Short | Range 90.22600–91.21600 | RSI=69.0
S03_AsianRange,NZDJPY,SHORT,2023-11-29 05:00:00+00:00,2023-11-30 15:00:00+00:00,91.15499877929688,91.36988073835832,90.72100067138672,90.4239990234375,0.74,0.0,-1.295,be,34.0,Asian Scalp Short | Range 90.22600–91.21600 | RSI=68.8
S03_AsianRange,NZDJPY,SHORT,2023-11-29 06:00:00+00:00,2023-11-30 15:00:00+00:00,91.11699676513672,91.37214677309053,90.72100067138672,90.4239990234375,0.63,0.0,-1.1025,be,33.0,Asian Scalp Short | Range 90.22600–91.21600 | RSI=66.9
S03_AsianRange,NZDJPY,LONG,2023-12-07 07:00:00+00:00,2023-12-07 08:00:00+00:00,89.65499877929688,89.46128578042139,89.99300003051758,90.22820129394532,0.8300000000000001,-19.171519614110366,-106.33534831812544,sl,1.0,Asian Scalp Long | Range 89.60100–90.38500 | RSI=20.4
S03_AsianRange,NZDJPY,SHORT,2023-12-19 03:00:00+00:00,2023-12-19 06:00:00+00:00,89.4229965209961,89.68114252484929,88.98750305175781,88.66740264892579,0.62,0.0,-1.085,be,3.0,Asian Scalp Short | Range 88.45400–89.52100 | RSI=76.3
S03_AsianRange,NZDJPY,LONG,2023-12-21 05:00:00+00:00,2023-12-21 12:00:00+00:00,89.26000213623047,89.09347041438369,89.52300262451172,89.68980255126954,0.97,0.0,-1.6975,be,7.0,Asian Scalp Long | Range 89.24500–89.80100 | RSI=29.6
S03_AsianRange,NZDJPY,SHORT,2024-01-04 06:00:00+00:00,2024-01-05 00:00:00+00:00,90.02300262451172,90.25524768949603,89.65399932861328,89.38099822998046,0.7000000000000001,-23.42450649843073,-109.03150456785984,sl,18.0,Asian Scalp Short | Range 89.19900–90.10900 | RSI=78.0
S03_AsianRange,NZDJPY,SHORT,2024-01-04 07:00:00+00:00,2024-01-05 00:00:00+00:00,90.0459976196289,90.25354435896145,89.65399932861328,89.38099822998046,0.77,-20.654075788722537,-106.0686493225563,sl,17.0,Asian Scalp Short | Range 89.19900–90.10900 | RSI=78.5
S03_AsianRange,NZDJPY,SHORT,2024-02-08 07:00:00+00:00,2024-02-08 21:00:00+00:00,90.9000015258789,91.02268224732732,90.68600082397461,90.5468017578125,1.29,-11.968346803044483,-104.86958794352799,sl,14.0,Asian Scalp Short | Range 90.45400–90.91800 | RSI=75.1
S03_AsianRange,NZDJPY,LONG,2024-02-28 04:00:00+00:00,2024-02-28 16:00:00+00:00,91.93000030517578,91.69879243663024,92.38550186157227,92.71820220947265,0.68,-23.620622059631557,-106.7831495035715,sl,12.0,Asian Scalp Long | Range 91.83100–92.94000 | RSI=20.1
S03_AsianRange,NZDJPY,LONG,2024-02-28 07:00:00+00:00,2024-02-28 16:00:00+00:00,91.96900177001953,91.69731618695505,92.38550186157227,92.71820220947265,0.5700000000000001,-27.868283648244585,-105.2469909167462,sl,9.0,Asian Scalp Long | Range 91.83100–92.94000 | RSI=26.0
S03_AsianRange,NZDJPY,LONG,2024-02-29 07:00:00+00:00,2024-02-29 08:00:00+00:00,91.37300109863281,91.2442855206577,91.60050201416016,91.74660186767578,1.2,-12.571069516260991,-102.25434222683573,sl,1.0,Asian Scalp Long | Range 91.35700–91.84400 | RSI=23.2
S03_AsianRange,NZDJPY,SHORT,2024-03-12 04:00:00+00:00,2024-03-12 12:00:00+00:00,91.00199890136719,91.15655816743381,90.76599884033203,90.59379730224609,0.99,0.0,-1.7325,be,8.0,Asian Scalp Short | Range 90.47900–91.05300 | RSI=65.4
S03_AsianRange,NZDJPY,LONG,2024-03-22 07:00:00+00:00,2024-03-22 13:00:00+00:00,90.94100189208984,90.77497793087862,91.33150100708008,91.59100036621093,0.92,-16.502560916043763,-101.9053142779417,sl,6.0,Asian Scalp Long | Range 90.89900–91.76400 | RSI=22.6
S03_AsianRange,NZDJPY,SHORT,2024-04-04 07:00:00+00:00,2024-04-04 09:00:00+00:00,91.55699920654297,91.66269037187995,91.35149765014648,91.21739807128907,1.44,-10.269391191900468,-101.16150155618838,sl,2.0,Asian Scalp Short | Range 91.12800–91.57500 | RSI=88.3
S03_AsianRange,NZDJPY,SHORT,2024-04-25 07:00:00+00:00,2024-04-25 08:00:00+00:00,92.65799713134766,92.7960560620978,92.41499710083008,92.26139678955079,1.09,-13.905948006654967,-102.33864162715045,sl,1.0,Asian Scalp Short | Range 92.15900–92.67100 | RSI=78.6
S03_AsianRange,NZDJPY,SHORT,2024-04-29 03:00:00+00:00,2024-04-29 04:00:00+00:00,95.03099822998047,95.61389141540467,94.01849746704102,93.1937973022461,0.26,0.0,-0.455,be,1.0,Asian Scalp Short | Range 92.64400–95.39300 | RSI=92.2
